"6060","GENR","SN"
"6061","GENR","SN"
"6062","GENR","HUM"
"6062","GENR","NW"
"6065","GENR","OC"
"6065","GENR","USEM"
"6066","GENR","QR"
"6066","GENR","SN"
"6067","GENR","QR"
"6067","GENR","SN"
"6071","GENR","HUM"
"6071","GENR","SS"
"6072","GENR","SS"
"6073","GENR","SS"
"6074","GENR","QR"
"6074","GENR","SS"
"6075","GENR","SS"
"6076","GENR","SS"
"6077","GENR","SS"
"6080","GENR","SS"
"6081","GENR","SS"
"6081","GENR","WI"
"6082","GENR","SS"
"6087","GENR","HUM"
"6088","GENR","HUM"
"6089","GENR","HUM"
"6090","GENR","HUM"
"6091","GENR","HUM"
"6092","GENR","HUM"
"6349","GENR","SS"
"6094","GENR","HUM"
"6095","GENR","HUM"
"6096","GENR","HUM"
"6096","GENR","WI"
"6101","GENR","SN"
"6102","GENR","QR"
"6102","GENR","SN"
"6103","GENR","SN"
"6104","GENR","SN"
"6105","GENR","HUM"
"6106","GENR","HUM"
"6107","GENR","HUM"
"6108","GENR","HUM"
"6109","GENR","HUM"
"6111","GENR","CA"
"6112","GENR","CA"
"6113","GENR","CA"
"6115","GENR","CA"
"6115","GENR","NW"
"6116","GENR","CA"
"6116","GENR","NW"
"6119","GENR","FL"
"6119","GENR","HUM"
"6119","GENR","WI"
"6120","GENR","SS"
"6121","GENR","OC"
"6121","GENR","SS"
"6121","GENR","WI"
"6122","GENR","QR"
"6122","GENR","SS"
"6123","GENR","HUM"
"6123","GENR","SS"
"6124","GENR","HUM"
"6126","GENR","HUM"
"6128","GENR","HUM"
"6129","GENR","HUM"
"6130","GENR","HUM"
"6130","GENR","SS"
"6130","GENR","WI"
"6131","GENR","HUM"
"6131","GENR","SS"
"6132","GENR","HUM"
"6133","GENR","HUM"
"6134","GENR","HUM"
"6138","GENR","USEM"
"6139","GENR","USEM"
"6140","GENR","USEM"
"6141","GENR","USEM"
"6142","GENR","SS"
"6143","GENR","SS"
"6144","GENR","SS"
"6145","GENR","SS"
"6148","GENR","SN"
"6148","GENR","SS"
